Date,Changed By,Change,Jira Ticket
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 10 (110-134 Closed Loans/Mon) with 3 implementations Setup fee increased from $64,300 to $66,250, Transaction fee increased from $81 to $87.60, Commitment increased from $8910 to $9636",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 11 (90-109 Closed Loans/Mon) no implementation Transaction fee increased from $82.80 to $89.60, Commitment increased from $7452 to $8064",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 11 (90-109 Closed Loans/Mon) with 1 implementation Setup fee increased from $34,750 to $35,800, Transaction fee increased from $82.80 to $89.60, Commitment increased from $7452 to $8064",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 11 (90-109 Closed Loans/Mon) with 2 implementations Setup fee increased from $52,125 to $53,700, Transaction fee increased from $82.80 to $89.60, Commitment increased from $7452 to $8064",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 11 (90-109 Closed Loans/Mon) with 3 implementations Setup fee increased from $60,800 to $62,625, Transaction fee increased from $82.80 to $89.60, Commitment increased from $7452 to $8064",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 12 (75-89 Closed Loans/Mon) no implementation Transaction fee increased from $84.40 to $91.20, Commitment increased from $6330 to $6840",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 12 (75-89 Closed Loans/Mon) with 1 implementation Setup fee increased from $32,925 to $33,925, Transaction fee increased from $84.40 to $91.20, Commitment increased from $6330 to $6840",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 12 (75-89 Closed Loans/Mon) with 2 implementations Setup fee increased from $49,400 to $50,900, Transaction fee increased from $84.40 to $91.20, Commitment increased from $6330 to $6840",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 12 (75-89 Closed Loans/Mon) with 3 implementations Setup fee increased from $57,625 to $59,375, Transaction fee increased from $84.40 to $91.20, Commitment increased from $6330 to $6840",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 13 (60-74 Closed Loans/Mon) no implementation Transaction fee increased from $86.60 to $93.60, Commitment increased from $5196 to $5616",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 13 (60-74 Closed Loans/Mon) with 1 implementation Setup fee increased from $30,725 to $31,650, Transaction fee increased from $86.60 to $93.60, Commitment increased from $5196 to $5616",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 13 (60-74 Closed Loans/Mon) with 2 implementations Setup fee increased from $46,075 to $47,475, Transaction fee increased from $86.60 to $93.60, Commitment increased from $5196 to $5616",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 13 (60-74 Closed Loans/Mon) with 3 implementations Setup fee increased from $53,750 to $55,375, Transaction fee increased from $86.60 to $93.60, Commitment increased from $5196 to $5616",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 14 (45-59 Closed Loans/Mon) no implementation Transaction fee increased from $89.20 to $96.40, Commitment increased from $4014 to $4338",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 14 (45-59 Closed Loans/Mon) with 1 implementation Setup fee increased from $27,850 to $28,700, Transaction fee increased from $89.20 to $96.40, Commitment increased from $4014 to $4338",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 14 (45-59 Closed Loans/Mon) with 2 implementations Setup fee increased from $41,775 to $43,050, Transaction fee increased from $89.20 to $96.40, Commitment increased from $4014 to $4338",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 14 (45-59 Closed Loans/Mon) with 3 implementations Setup fee increased from $48,725 to $50,200, Transaction fee increased from $89.20 to $96.40, Commitment increased from $4014 to $4338",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 15 (30-44 Closed Loans/Mon) no implementation Transaction fee increased from $93.20 to $100.80, Commitment increased from $2796 to $3024",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 15 (30-44 Closed Loans/Mon) with 1 implementation Setup fee increased from $23,825 to $24,550, Transaction fee increased from $93.20 to $100.80, Commitment increased from $2796 to $3024",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 15 (30-44 Closed Loans/Mon) with 2 implementations Setup fee increased from $35,725 to $36,800, Transaction fee increased from $93.20 to $100.80, Commitment increased from $2796 to $3024",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 15 (30-44 Closed Loans/Mon) with 3 implementations Setup fee increased from $41,675 to $42,950, Transaction fee increased from $93.20 to $100.80, Commitment increased from $2796 to $3024",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 16 (15-29 Closed Loans/Mon) no implementation Transaction fee increased from $100.60 to $108.80, Commitment increased from $1509 to $1632",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 16 (15-29 Closed Loans/Mon) with 1 implementation Setup fee increased from $16,900 to $17,425, Transaction fee increased from $100.60 to $108.80, Commitment increased from $1509 to $1632",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 16 (15-29 Closed Loans/Mon) with 2 implementations Setup fee increased from $25,350 to $26,125, Transaction fee increased from $100.60 to $108.80, Commitment increased from $1509 to $1632",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 16 (15-29 Closed Loans/Mon) with 3 implementations Setup fee increased from $29,575 to $30,475, Transaction fee increased from $100.60 to $108.80, Commitment increased from $1509 to $1632",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 17 (10-14 Closed Loans/Mon) with 1 implementation Setup fee increased from $16,900 to $17,425, Transaction fee increased from $105 to $113.40, Commitment increased from $1050 to $1134",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 17 (10-14 Closed Loans/Mon) with 2 implementations Setup fee increased from $25,350 to $26,125, Transaction fee increased from $105 to $113.40, Commitment increased from $1050 to $1134",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 17 (10-14 Closed Loans/Mon) with 3 implementations Setup fee increased from $29,575 to $30,475, Transaction fee increased from $105 to $113.40, Commitment increased from $1050 to $1134",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 17 (10-14 Closed Loans/Mon) with no implementations Transaction fee increased from $105 to $113.40, Commitment increased from $1050 to $1134",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 2 (900-1199 Closed Loans/Mon) no implementation Transaction fee increased from $64.40 to $69.60, Commitment increased from $57,960 to $62,640",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 2 (900-1199 Closed Loans/Mon) with 1 implementation Setup fee increased from $57,675 to $59,425, Transaction fee increased from $64.40 to $69.60, Commitment increased from $57,960 to $62,640",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 2 (900-1199 Closed Loans/Mon) with 2 implementations Setup fee increased from $86,525 to $89,125, Transaction fee increased from $64.40 to $69.60, Commitment increased from $57,960 to $62,640",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 2 (900-1199 Closed Loans/Mon) with 3 implementations Setup fee increased from $100,925 to $103,975, Transaction fee increased from $64.40 to $69.60, Commitment increased from $57,960 to $62,640",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 3 (675-899 Closed Loans/Mon) no implementation Transaction fee increased from $66.60 to $72, Commitment increased from $44,955 to $48,600",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 3 (675-899 Closed Loans/Mon) with 1 implementation Setup fee increased from $54,800 to $56,450, Transaction fee increased from $66.60 to $72, Commitment increased from $44,955 to $48,600",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 3 (675-899 Closed Loans/Mon) with 2 implementations Setup fee increased from $82,225 to $84,700, Transaction fee increased from $66.60 to $72, Commitment increased from $44,955 to $48,600",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 3 (675-899 Closed Loans/Mon) with 3 implementations Setup fee increased from $95,925 to $98,825, Transaction fee increased from $66.60 to $72, Commitment increased from $44,955 to $48,600",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 4 (525-674 Closed Loans/Mon) no implementation Transaction fee increased from $68.40 to $74, Commitment increased from $35,910 to $38,850",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 4 (525-674 Closed Loans/Mon) with 1 implementation Setup fee increased from $52,300 to $53,875, Transaction fee increased from $68.40 to $74, Commitment increased from $35,910 to $38,850",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 4 (525-674 Closed Loans/Mon) with 2 implementations Setup fee increased from $78,475 to $80,850, Transaction fee increased from $68.40 to $74, Commitment increased from $35,910 to $38,850",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 4 (525-674 Closed Loans/Mon) with 3 implementations Setup fee increased from $91,525 to $94,275, Transaction fee increased from $68.40 to $74, Commitment increased from $35,910 to $38,850",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 5 (400-524 Closed Loans/Mon) no implementation Transaction fee increased from $70.40 to $76.20, Commitment increased from $28,160 to $30,480",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 5 (400-524 Closed Loans/Mon) with 1 implementation Setup fee increased from $49,600 to $51,100, Transaction fee increased from $70.40 to $76.20, Commitment increased from $28,160 to $30,480",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 5 (400-524 Closed Loans/Mon) with 2 implementations Setup fee increased from $74,400 to $76,650, Transaction fee increased from $70.40 to $76.20, Commitment increased from $28,160 to $30,480",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 5 (400-524 Closed Loans/Mon) with 3 implementations Setup fee increased from $86,800 to $89,425, Transaction fee increased from $70.40 to $76.20, Commitment increased from $28,160 to $30,480",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 6 (300-399 Closed Loans/Mon) no implementation Transaction fee increased from $72.60 to $78.60, Commitment increased from $21,780 to $23,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 6 (300-399 Closed Loans/Mon) with 1 implementation Setup fee increased from $46,725 to $48,150, Transaction fee increased from $72.60 to $78.60, Commitment increased from $21,780 to $23,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 6 (300-399 Closed Loans/Mon) with 2 implementations Setup fee increased from $70,100 to $72,225, Transaction fee increased from $72.60 to $78.60, Commitment increased from $21,780 to $23,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 6 (300-399 Closed Loans/Mon) with 3 implementations Setup fee increased from $81,775 to $84,250, Transaction fee increased from $72.60 to $78.60, Commitment increased from $21,780 to $23,580",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 7 (225-299 Closed Loans/Mon) no implementation Transaction fee increased from $75 to $81, Commitment increased from $16,875 to $18,225",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 7 (225-299 Closed Loans/Mon) with 1 implementation Setup fee increased from $43,875 to $45,200, Transaction fee increased from $75 to $81, Commitment increased from $16,875 to $18,225",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 7 (225-299 Closed Loans/Mon) with 2 implementations Setup fee increased from $65,800 to $67,775, Transaction fee increased from $75 to $81, Commitment increased from $16,875 to $18,225",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 7 (225-299 Closed Loans/Mon) with 3 implementations Setup fee increased from $76,775 to $79,100, Transaction fee increased from $75 to $81, Commitment increased from $16,875 to $18,225",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 8 (170-224 Closed Loans/Mon) no implementation Transaction fee increased from $77.20 to $83.40, Commitment increased from $13,124 to $14,178",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 8 (170-224 Closed Loans/Mon) with 1 implementation Setup fee increased from $41,075 to $42,325, Transaction fee increased from $77.20 to $83.40, Commitment increased from $13,124 to $14,178",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 8 (170-224 Closed Loans/Mon) with 2 implementations Setup fee increased from $61,625 to $63,475, Transaction fee increased from $77.20 to $83.40, Commitment increased from $13,124 to $14,178",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 8 (170-224 Closed Loans/Mon) with 3 implementations Setup fee increased from $71,875 to $74,050, Transaction fee increased from $77.20 to $83.40, Commitment increased from $13,124 to $14,178",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 9 (135-169 Closed Loans/Mon) no implementation Transaction fee increased from $79.20 to $85.60, Commitment increased from $10,692 to $11,556",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 9 (135-169 Closed Loans/Mon) with 1 implementation Setup fee increased from $38,775 to $39,950, Transaction fee increased from $79.20 to $85.60, Commitment increased from $10,692 to $11,556",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 9 (135-169 Closed Loans/Mon) with 2 implementations Setup fee increased from $58,175 to $59,925, Transaction fee increased from $79.20 to $85.60, Commitment increased from $10,692 to $11,556",
2025-01-06,Kara Soghigian,"MeridianLink Mortgage OpenClose Tier 9 (135-169 Closed Loans/Mon) with 3 implementations Setup fee increased from $67,875 to $69,925, Transaction fee increased from $79.20 to $85.60, Commitment increased from $10,692 to $11,556",
2025-01-06,Kara Soghigian,"Core Conversion (Mortgage) Setup fee increased from $14,014 to $15,300",
2025-01-06,Kara Soghigian,"DNA (Mortgage) Setup fee increased from $14,550 to $15,860, Annual fee increased from $8830 to $9625",
2025-01-06,Kara Soghigian,"Episys (Core) (Mortgage) Setup fee increased from $14,547.50 to $15,857, Annual fee increased from $8827.50 to $9622",
2025-01-06,Kara Soghigian,"KeyStone (Mortgage) Setup fee increased from $145,47.50 to $15,857, Annual fee increased from $8827.50 to $9622",
2025-01-06,Kara Soghigian,"Spectrum (Summit) (Mortgage) Setup fee increased from $14,547.50 to $15,857, Annual fee increased from $8827.50 to $9622",
